id,realm,depth,current_type,is_leaf,current_path,bucket,target_path,target_realm,proposed_new_type,import_source,notes
society-lists-united-states-federal-agencies,Society,3,event,true,Society / Lists / United States federal agencies,INTRA_REALM,Society / Government / United States / Federal agencies,,organization_list,,US-specific government inventory
society-lists-united-states-mints,Society,3,event,true,Society / Lists / United States Mints,INTRA_REALM,Society / Government / United States / Mints,,institution_list,,"US Treasury-related; note "" Mints"" is the proper-noun institution name, NOT the banned currency-verb"
society-lists-universities-and-colleges-list,Society,3,event,true,Society / Lists / Universities and colleges (list),IMPORT_REALIZE,Society / Education (system) / Universities and colleges,,institution_container,education-ministry registries (per country),"Open-ended global catalog; drop "" (list)"" suffix"
society-lists-us-presidents-with-facial-hair,Society,3,event,true,Society / Lists / US Presidents with facial hair,ADJUDICATE,,,,,§10 trivia-class; spec assumes keep — would route to Society / Government / United States / Presidents / Curiosities. Confirm.
society-lists-us-states-by-unemployment-rate,Society,3,event,true,Society / Lists / US states by unemployment rate,LENS,lens: by-state ranked by unemployment-rate on Society / Government / United States / States,,,,§12 lens on US states
society-lists-vowels-table,Society,3,event,true,Society / Lists / Vowels table,INTRA_REALM,Society / Linguistics / Phonetics / Vowels,,reference,,Sibling of consonants above
society-lists-women-s-organizations,Society,3,event,true,Society / Lists / Women's organizations,INTRA_REALM,Society / Social movements / Women / Organizations,,organization_list,,Pairs with feminism above
society-lists-writing-systems-list,Society,3,event,true,Society / Lists / Writing systems list,DISSOLVE,,,,,Cross-drawer dup: Society / Linguistics / Writing systems already exists in production (verified collision check). Drop the Lists copy.
society-lists-youth-rights-list,Society,3,event,true,Society / Lists / Youth rights list,CROSS_REALM,Justice / Legal Frameworks / Civil liberties / Youth rights,Justice,movement_list,,"Civil-liberties domain; drop "" list"" suffix"
tech-lists,Tech,2,event,false,Tech / Lists,DISSOLVE_CONTAINER,,,,,
tech-lists-aircraft-manufacturers,Tech,3,event,true,Tech / Lists / Aircraft manufacturers,IMPORT_REALIZE,Tech / Transport technology / Aircraft / Manufacturers,,company_list,aviation industry registry,Open-ended company set
tech-lists-amd-microprocessors,Tech,3,event,true,Tech / Lists / AMD microprocessors,INTRA_REALM,Tech / Computing / Hardware / Microprocessors / AMD,,product_list,,Vendor-specific catalog; sibling Intel below
tech-lists-ascii,Tech,3,event,true,Tech / Lists / ASCII,INTRA_REALM,Tech / Computing / Character encoding / ASCII,,reference,,Character-encoding reference; pairs with Unicode + UTF-8 below
tech-lists-automobile-manufacturers,Tech,3,event,true,Tech / Lists / Automobile manufacturers,IMPORT_REALIZE,Tech / Transport technology / Land transport / Road transport / Automobile manufacturers,,company_list,automotive industry registry,Open-ended
tech-lists-aviation-accidents-by-year,Tech,3,event,true,Tech / Lists / Aviation accidents by year,LENS,lens: temporal-axis on Tech / Transport technology / Aircraft / Aviation accidents,,,,§12 lens; needs Aviation-accidents atom to exist first
tech-lists-busiest-airports,Tech,3,event,true,Tech / Lists / Busiest airports,INTRA_REALM,Tech / Transport technology / Aircraft / Airports / Busiest airports,,ranked_list,,Top-N reference
tech-lists-canals-list,Tech,3,event,true,Tech / Lists / Canals list,INTRA_REALM,Tech / Construction and built environment / Civil engineering / Canals,,infrastructure_list,,"Drop "" list"" suffix"
tech-lists-character-sets-and-encodings,Tech,3,event,true,Tech / Lists / Character sets and encodings,INTRA_REALM,Tech / Computing / Character encoding,,reference,,Parent for ASCII/Unicode/UTF-8/XML+HTML below
tech-lists-civil-engineering-landmarks,Tech,3,event,true,Tech / Lists / Civil Engineering Landmarks,INTRA_REALM,Tech / Construction and built environment / Civil engineering / Landmarks,,reference,,ASCE Historic Civil Engineering Landmarks designation
tech-lists-demolished-landmarks,Tech,3,event,true,Tech / Lists / Demolished landmarks,INTRA_REALM,Tech / Construction and built environment / Demolished landmarks,,reference,,Historical-buildings catalog
tech-lists-digital-library-projects,Tech,3,event,true,Tech / Lists / Digital library projects,DISSOLVE,,,,,Dup of Reference / Reference of organizations / Libraries / Digital library projects (which itself moves per §13 to Society / Social institutions). Cross-link via realm_tags.
tech-lists-emerging-technology-list,Tech,3,event,true,Tech / Lists / Emerging Technology list,DISSOLVE,,,,,Dup of Tech / Emerging technologies L2 itself. Pure navigation.
tech-lists-famous-trains,Tech,3,event,true,Tech / Lists / Famous trains,INTRA_REALM,Tech / Transport technology / Rail transport / Famous trains,,reference,,Trains as cultural-historical reference
tech-lists-graphics-file-formats,Tech,3,event,true,Tech / Lists / Graphics file formats,INTRA_REALM,Tech / Computing / File formats / Graphics,,format_list,,File-format reference; could become parent of multiple format categories
tech-lists-heritage-registers,Tech,3,event,true,Tech / Lists / Heritage registers,INTRA_REALM,Tech / Construction and built environment / Heritage registers,,reference,,Preservation-registry reference
tech-lists-html-editors,Tech,3,event,true,Tech / Lists / HTML editors,INTRA_REALM,Tech / Computing / Software / Web development / HTML editors,,product_list,,Software-product list
tech-lists-http-status-codes,Tech,3,event,true,Tech / Lists / HTTP status codes,INTRA_REALM,Tech / Internet and Web / Protocols / HTTP / Status codes,,reference,,Protocol reference
tech-lists-intel-microprocessors,Tech,3,event,true,Tech / Lists / Intel microprocessors,INTRA_REALM,Tech / Computing / Hardware / Microprocessors / Intel,,product_list,,Sibling of AMD above
tech-lists-landings-on-extraterrestrial-bodies,Tech,3,event,true,Tech / Lists / Landings on extraterrestrial bodies,CROSS_REALM,Science / Astronomy and space science / Space exploration / Landings on extraterrestrial bodies,Science,event_list,,Space-science domain
tech-lists-largest-bridges,Tech,3,event,true,Tech / Lists / Largest bridges,INTRA_REALM,Tech / Construction and built environment / Civil engineering / Bridges / Largest,,ranked_list,,Top-N reference
tech-lists-largest-energy-infrastructure,Tech,3,event,true,Tech / Lists / Largest energy infrastructure,INTRA_REALM,Tech / Energy technology / Largest energy infrastructure,,ranked_list,,Top-N reference
tech-lists-lighthouses,Tech,3,event,true,Tech / Lists / Lighthouses,IMPORT_REALIZE,Tech / Transport technology / Maritime / Lighthouses,,entity_list,maritime-infrastructure registry,Open-ended global catalog
tech-lists-list-of-years-in-science,Tech,3,event,true,Tech / Lists / List of years in science,LENS,lens: temporal-axis on Science (cross-realm lens),,,,"§12 lens; Tech home is wrong, Science is the domain"
tech-lists-longest-tunnels,Tech,3,event,true,Tech / Lists / Longest tunnels,INTRA_REALM,Tech / Construction and built environment / Civil engineering / Tunnels / Longest,,ranked_list,,Top-N reference
tech-lists-military-weapons-list,Tech,3,event,true,Tech / Lists / Military weapons list,CROSS_REALM,Society / Military and security / Weapons,Society,entity_list,,Military-domain (could also stay under Tech/Military technology — domain overlap)
tech-lists-missile-list,Tech,3,event,true,Tech / Lists / Missile list,INTRA_REALM,Tech / Military technology / Missiles,,entity_list,,"Tech/Military technology L2 is real home; drop "" list"" suffix"
tech-lists-nato-reporting-names,Tech,3,event,true,Tech / Lists / NATO reporting names,INTRA_REALM,Tech / Military technology / NATO reporting names,,reference,,Military-equipment naming convention reference
tech-lists-open-source-software-packages,Tech,3,event,true,Tech / Lists / Open source software packages,IMPORT_REALIZE,Tech / Computing / Software / Open source,,product_container,package-manager registries (npm/PyPI/etc.),Open-ended; massive scale
tech-lists-operating-systems-list,Tech,3,event,true,Tech / Lists / Operating systems list,INTRA_REALM,Tech / Computing / Software / Operating systems,,product_list,,"Drop "" list"" suffix"
tech-lists-programming-languages-list-alphabetical,Tech,3,event,true,Tech / Lists / Programming languages list alphabetical,DISSOLVE,,,,,§6 hard dissolve — sort-page
tech-lists-programming-languages-list-categorical,Tech,3,event,true,Tech / Lists / Programming languages list categorical,DISSOLVE,,,,,§6 hard dissolve — sort-page
tech-lists-programming-languages-list-chronological,Tech,3,event,true,Tech / Lists / Programming languages list chronological,DISSOLVE,,,,,§6 hard dissolve — sort-page
tech-lists-programming-languages-list-generational,Tech,3,event,true,Tech / Lists / Programming languages list generational,DISSOLVE,,,,,§6 hard dissolve — sort-page
tech-lists-reservoirs-and-dams-list,Tech,3,event,true,Tech / Lists / Reservoirs and dams list,INTRA_REALM,Tech / Construction and built environment / Civil engineering / Reservoirs and dams,,infrastructure_list,,"Drop "" list"" suffix"
tech-lists-screen-readers,Tech,3,event,true,Tech / Lists / Screen readers,INTRA_REALM,Tech / Computing / Software / Accessibility / Screen readers,,product_list,,Accessibility software
tech-lists-software-bugs-list,Tech,3,event,true,Tech / Lists / Software bugs list,INTRA_REALM,Tech / Computing / Software / Notable software bugs,,curiosity_list,,Historical-bugs reference
tech-lists-solar-system-probes,Tech,3,event,true,Tech / Lists / Solar System probes,CROSS_REALM,Science / Astronomy and space science / Space exploration / Solar System probes,Science,mission_list,,Space-science domain
tech-lists-tallest-buildings,Tech,3,event,true,Tech / Lists / Tallest buildings,INTRA_REALM,Tech / Construction and built environment / Tallest buildings,,ranked_list,,Top-N reference
tech-lists-tcp-and-udp-port-numbers,Tech,3,event,true,Tech / Lists / TCP and UDP port numbers,INTRA_REALM,Tech / Internet and Web / Protocols / TCP and UDP port numbers,,reference,,Network-protocol reference
tech-lists-terrorist-groups,Tech,3,event,true,Tech / Lists / Terrorist groups,CROSS_REALM,Society / Military and security / Terrorist groups,Society,organization_list,,Society/Military and security domain
tech-lists-terrorist-incidents,Tech,3,event,true,Tech / Lists / Terrorist incidents,CROSS_REALM,History / Historical events / Terrorist incidents,History,event_list,,Historical-events domain
tech-lists-test-automation,Tech,3,event,true,Tech / Lists / Test automation,INTRA_REALM,Tech / Computing / Software / Software engineering / Test automation,,concept_list,,Software-engineering practice
tech-lists-timeline-of-historic-inventions,Tech,3,event,true,Tech / Lists / Timeline of historic inventions,LENS,lens: temporal-axis on Tech (or History / History of fields / History of technology),,,,§12 lens; cross-realm-friendly
tech-lists-unicode,Tech,3,event,true,Tech / Lists / Unicode,INTRA_REALM,Tech / Computing / Character encoding / Unicode,,reference,,Sibling of ASCII/UTF-8
tech-lists-utf-8,Tech,3,event,true,Tech / Lists / UTF-8,INTRA_REALM,Tech / Computing / Character encoding / UTF-8,,reference,,Unicode encoding form
tech-lists-wikis-list,Tech,3,event,true,Tech / Lists / Wikis list,INTRA_REALM,Tech / Internet and Web / Wikis,,product_list,,Wiki-platform catalog
tech-lists-world-heritage-sites,Tech,3,event,true,Tech / Lists / World Heritage Sites,IMPORT_REALIZE,Tech / Construction and built environment / Heritage registers / UNESCO World Heritage Sites,,entity_list,UNESCO WHC list,External canonical source; sub-container of Heritage registers
tech-lists-wwii-weapons,Tech,3,event,true,Tech / Lists / WWII weapons,CROSS_REALM,History / Wars / World War II / Weapons,History,entity_list,,War-history-specific weapons
tech-lists-xml-and-html-characters,Tech,3,event,true,Tech / Lists / XML and HTML characters,INTRA_REALM,Tech / Computing / Character encoding / XML and HTML character entities,,reference,,Markup-character reference
